score, centers, sigma, kmax
0.737000,50.000000,0.100000,3100.000000
0.737000,30.000000,0.700000,4100.000000
0.737000,30.000000,0.700000,4200.000000
0.737000,20.000000,0.500000,2600.000000
0.737000,80.000000,0.700000,3500.000000
0.737000,20.000000,0.200000,3000.000000
0.737000,40.000000,0.500000,1800.000000
0.737000,30.000000,0.600000,4100.000000
0.737000,50.000000,0.100000,4700.000000
0.737000,60.000000,0.100000,900.000000
0.737000,20.000000,0.800000,2600.000000
0.737000,80.000000,0.900000,1400.000000
0.737000,70.000000,0.800000,4900.000000
0.736000,20.000000,0.200000,1100.000000
0.736000,20.000000,0.200000,3100.000000
0.736000,80.000000,0.500000,1300.000000
0.736000,100.000000,1.000000,3900.000000
0.736000,80.000000,0.600000,3900.000000
0.736000,60.000000,0.600000,1300.000000
0.736000,80.000000,0.800000,4000.000000
0.736000,40.000000,0.600000,1900.000000
0.736000,30.000000,0.800000,2000.000000
0.736000,90.000000,0.600000,2900.000000
0.736000,20.000000,0.900000,1900.000000
0.736000,20.000000,0.600000,3400.000000
0.736000,30.000000,0.800000,2400.000000
0.736000,30.000000,0.700000,3500.000000
0.736000,30.000000,0.600000,4500.000000
0.735000,30.000000,0.600000,4000.000000
0.735000,90.000000,0.900000,4200.000000
0.735000,30.000000,0.500000,2700.000000
0.735000,60.000000,0.900000,3200.000000
0.735000,40.000000,0.700000,4300.000000
0.735000,20.000000,0.100000,1500.000000
0.735000,20.000000,0.100000,1400.000000
0.735000,90.000000,1.000000,4600.000000
0.735000,20.000000,0.100000,900.000000
0.735000,50.000000,0.800000,4400.000000
0.735000,90.000000,0.500000,3300.000000
0.735000,40.000000,0.100000,5000.000000
0.734000,20.000000,0.600000,2600.000000
0.734000,30.000000,0.900000,4500.000000
0.734000,30.000000,0.900000,2100.000000
0.734000,50.000000,0.100000,3200.000000
0.734000,70.000000,0.500000,700.000000
0.734000,90.000000,0.600000,4500.000000
0.734000,90.000000,0.700000,4200.000000
0.734000,50.000000,0.100000,3400.000000
0.734000,100.000000,0.600000,2800.000000
0.734000,40.000000,0.600000,4700.000000
0.734000,90.000000,0.900000,4000.000000
0.734000,30.000000,0.800000,3200.000000
0.734000,20.000000,0.900000,4900.000000
0.734000,30.000000,0.500000,4800.000000
0.734000,70.000000,1.000000,4500.000000
0.734000,70.000000,1.000000,3100.000000
0.733000,20.000000,0.200000,4200.000000
0.733000,20.000000,0.500000,900.000000
0.733000,50.000000,0.700000,4200.000000
0.733000,90.000000,0.600000,3700.000000
0.733000,20.000000,0.100000,1600.000000
0.733000,70.000000,1.000000,3000.000000
0.733000,30.000000,1.000000,1200.000000
0.733000,90.000000,1.000000,3400.000000
0.733000,20.000000,0.800000,1000.000000
0.733000,80.000000,0.900000,1700.000000
0.733000,90.000000,0.700000,4500.000000
0.733000,30.000000,0.600000,4200.000000
0.733000,100.000000,0.900000,2700.000000
0.733000,90.000000,0.800000,3100.000000
0.733000,30.000000,0.900000,2400.000000
0.733000,80.000000,0.600000,4300.000000
0.733000,50.000000,0.100000,3000.000000
0.732000,60.000000,1.000000,2900.000000
0.732000,80.000000,0.600000,1600.000000
0.732000,90.000000,0.800000,900.000000
0.732000,40.000000,0.100000,4600.000000
0.732000,20.000000,0.600000,4900.000000
0.732000,30.000000,1.000000,1500.000000
0.732000,30.000000,0.700000,2500.000000
0.732000,30.000000,0.700000,3300.000000
0.732000,60.000000,0.600000,3100.000000
0.732000,20.000000,0.800000,3800.000000
0.732000,50.000000,0.700000,1200.000000
0.732000,70.000000,0.800000,500.000000
0.731000,30.000000,1.000000,1300.000000
0.731000,30.000000,1.000000,1400.000000
0.731000,60.000000,0.800000,3100.000000
0.731000,50.000000,0.900000,4700.000000
0.731000,20.000000,0.900000,3700.000000
0.731000,30.000000,1.000000,4300.000000
0.731000,20.000000,0.700000,3600.000000
0.731000,60.000000,0.900000,4800.000000
0.731000,40.000000,0.600000,4100.000000
0.731000,50.000000,0.900000,3200.000000
0.731000,20.000000,0.800000,600.000000
0.731000,20.000000,0.800000,2200.000000
0.731000,40.000000,1.000000,2600.000000
0.731000,50.000000,0.600000,3100.000000
0.731000,50.000000,0.500000,1000.000000
0.731000,90.000000,1.000000,1100.000000
0.731000,50.000000,0.600000,1700.000000
0.731000,50.000000,0.600000,2300.000000
0.731000,90.000000,0.700000,2800.000000
0.731000,80.000000,0.900000,1000.000000
0.731000,70.000000,0.600000,3000.000000
0.731000,20.000000,0.600000,4600.000000
0.731000,70.000000,0.500000,3800.000000
0.730000,30.000000,0.600000,2700.000000
0.730000,80.000000,1.000000,2700.000000
0.730000,30.000000,0.800000,4800.000000
0.730000,40.000000,0.500000,2300.000000
0.730000,40.000000,0.600000,3300.000000
0.730000,50.000000,0.600000,700.000000
0.730000,70.000000,0.600000,2700.000000
0.730000,70.000000,0.700000,2900.000000
0.730000,30.000000,0.600000,500.000000
0.730000,60.000000,0.800000,4800.000000
0.730000,90.000000,1.000000,3900.000000
0.730000,100.000000,0.600000,1400.000000
0.730000,20.000000,1.000000,1800.000000
0.729000,70.000000,0.500000,2800.000000
0.729000,20.000000,0.700000,1400.000000
0.729000,90.000000,0.800000,4300.000000
0.729000,30.000000,0.800000,1800.000000
0.729000,50.000000,0.400000,800.000000
0.729000,80.000000,0.800000,1100.000000
0.729000,80.000000,0.700000,5000.000000
0.729000,70.000000,0.600000,1700.000000
0.729000,50.000000,1.000000,2900.000000
0.729000,30.000000,0.900000,2000.000000
0.729000,30.000000,0.900000,4700.000000
0.729000,60.000000,1.000000,2500.000000
0.729000,60.000000,0.700000,800.000000
0.729000,100.000000,1.000000,4200.000000
0.729000,80.000000,0.700000,600.000000
0.729000,60.000000,0.600000,1200.000000
0.728000,30.000000,0.600000,4600.000000
0.728000,50.000000,0.800000,2000.000000
0.728000,70.000000,0.500000,900.000000
0.728000,60.000000,0.800000,3800.000000
0.728000,30.000000,0.900000,3700.000000
0.728000,80.000000,0.700000,3300.000000
0.728000,40.000000,0.700000,3300.000000
0.728000,20.000000,0.500000,3600.000000
0.728000,80.000000,1.000000,2500.000000
0.728000,80.000000,1.000000,3200.000000
0.728000,40.000000,0.800000,4200.000000
0.728000,70.000000,0.900000,4600.000000
0.728000,70.000000,0.800000,1400.000000
0.727000,20.000000,0.500000,3400.000000
0.727000,50.000000,0.800000,600.000000
0.727000,40.000000,0.800000,3400.000000
0.727000,100.000000,0.900000,700.000000
0.727000,70.000000,0.900000,3900.000000
0.727000,20.000000,0.900000,3900.000000
0.727000,90.000000,0.500000,1200.000000
0.727000,100.000000,0.600000,700.000000
0.727000,20.000000,0.500000,2400.000000
0.727000,30.000000,1.000000,1000.000000
0.727000,90.000000,0.900000,4800.000000
0.727000,100.000000,0.600000,1200.000000
0.727000,20.000000,0.900000,2600.000000
0.727000,30.000000,0.800000,3400.000000
0.727000,70.000000,0.500000,1400.000000
0.727000,90.000000,0.700000,2700.000000
0.727000,20.000000,0.300000,1800.000000
0.727000,60.000000,0.700000,3700.000000
0.727000,80.000000,0.600000,2400.000000
0.726000,20.000000,0.100000,800.000000
0.726000,80.000000,0.900000,1200.000000
0.726000,100.000000,0.500000,900.000000
0.726000,90.000000,0.800000,1600.000000
0.726000,60.000000,0.500000,1900.000000
0.726000,70.000000,0.700000,1900.000000
0.726000,70.000000,0.700000,4300.000000
0.726000,20.000000,0.500000,4300.000000
0.726000,20.000000,0.600000,2900.000000
0.726000,100.000000,0.900000,1500.000000
0.726000,80.000000,0.800000,1500.000000
0.726000,100.000000,0.700000,4300.000000
0.726000,90.000000,0.800000,2700.000000
0.726000,30.000000,0.800000,500.000000
0.726000,80.000000,0.600000,2900.000000
0.726000,90.000000,0.800000,3500.000000
0.726000,90.000000,0.700000,3800.000000
0.726000,20.000000,0.600000,5000.000000
0.725000,80.000000,0.600000,4500.000000
0.725000,40.000000,0.600000,2800.000000
0.725000,60.000000,0.900000,2100.000000
0.725000,90.000000,0.800000,800.000000
0.725000,30.000000,0.500000,2400.000000
0.725000,20.000000,0.600000,2200.000000
0.725000,80.000000,0.700000,500.000000
0.725000,90.000000,0.800000,5000.000000
0.725000,100.000000,0.900000,3500.000000
0.725000,40.000000,0.700000,2000.000000
0.725000,20.000000,0.500000,3800.000000
0.725000,30.000000,0.900000,4000.000000
0.725000,70.000000,0.900000,3500.000000
0.725000,70.000000,0.900000,2200.000000
0.725000,100.000000,0.900000,3400.000000
0.725000,50.000000,1.000000,1200.000000
0.725000,70.000000,1.000000,3200.000000
0.725000,20.000000,0.700000,900.000000
0.724000,40.000000,0.600000,700.000000
0.724000,50.000000,0.100000,2800.000000
0.724000,60.000000,0.600000,2500.000000
0.724000,80.000000,0.800000,4900.000000
0.724000,80.000000,0.500000,1100.000000
0.724000,20.000000,0.100000,700.000000
0.724000,100.000000,0.600000,2300.000000
0.724000,50.000000,0.900000,3500.000000
0.724000,70.000000,0.700000,600.000000
0.724000,50.000000,0.700000,3000.000000
0.724000,30.000000,0.800000,4400.000000
0.724000,60.000000,0.800000,1200.000000
0.724000,40.000000,0.500000,1100.000000
0.724000,90.000000,0.900000,500.000000
0.724000,80.000000,0.800000,3900.000000
0.724000,90.000000,0.900000,2400.000000
0.724000,20.000000,0.800000,2700.000000
0.724000,90.000000,0.600000,4700.000000
0.723000,100.000000,0.600000,900.000000
0.723000,50.000000,0.700000,3300.000000
0.723000,50.000000,1.000000,2200.000000
0.723000,40.000000,1.000000,1500.000000
0.723000,20.000000,0.900000,4300.000000
0.723000,50.000000,0.600000,4500.000000
0.723000,40.000000,1.000000,1900.000000
0.723000,70.000000,0.600000,2300.000000
0.723000,30.000000,0.800000,3000.000000
0.723000,100.000000,1.000000,2500.000000
0.723000,100.000000,1.000000,1300.000000
0.723000,30.000000,1.000000,800.000000
0.723000,30.000000,0.900000,3300.000000
0.723000,20.000000,1.000000,1500.000000
0.723000,40.000000,0.900000,4700.000000
0.723000,80.000000,1.000000,4000.000000
0.723000,30.000000,0.800000,4000.000000
0.723000,40.000000,0.700000,4100.000000
0.723000,90.000000,0.500000,1000.000000
0.722000,80.000000,0.900000,4400.000000
0.722000,80.000000,0.700000,4000.000000
0.722000,40.000000,0.100000,4700.000000
0.722000,40.000000,1.000000,1000.000000
0.722000,60.000000,0.600000,4500.000000
0.722000,40.000000,0.500000,3400.000000
0.722000,30.000000,0.800000,800.000000
0.722000,40.000000,0.800000,1100.000000
0.722000,70.000000,0.500000,3700.000000
0.722000,40.000000,0.800000,3300.000000
0.722000,20.000000,1.000000,3400.000000
0.722000,20.000000,0.100000,600.000000
0.722000,50.000000,0.600000,2000.000000
0.722000,20.000000,0.200000,500.000000
0.722000,80.000000,1.000000,3900.000000
0.721000,40.000000,1.000000,1600.000000
0.721000,90.000000,1.000000,4200.000000
0.721000,30.000000,0.100000,500.000000
0.721000,90.000000,1.000000,3500.000000
0.721000,40.000000,1.000000,1100.000000
0.721000,20.000000,0.600000,4700.000000
0.721000,40.000000,0.500000,2700.000000
0.721000,100.000000,0.700000,4500.000000
0.721000,20.000000,0.800000,3100.000000
0.721000,40.000000,0.100000,4500.000000
0.721000,90.000000,0.900000,3700.000000
0.721000,60.000000,0.900000,3500.000000
0.721000,20.000000,0.400000,2100.000000
0.721000,50.000000,0.800000,3400.000000
0.721000,60.000000,0.800000,2300.000000
0.721000,40.000000,0.100000,4800.000000
0.721000,40.000000,0.700000,1800.000000
0.721000,60.000000,0.700000,2900.000000
0.721000,90.000000,1.000000,2800.000000
0.721000,80.000000,0.800000,3200.000000
0.721000,50.000000,1.000000,600.000000
0.721000,50.000000,1.000000,3000.000000
0.721000,40.000000,0.800000,4900.000000
0.721000,40.000000,0.700000,2800.000000
0.721000,100.000000,0.600000,4000.000000
0.720000,20.000000,1.000000,2500.000000
0.720000,40.000000,0.600000,1600.000000
0.720000,50.000000,0.400000,600.000000
0.720000,40.000000,0.900000,2200.000000
0.720000,20.000000,0.700000,3000.000000
0.720000,30.000000,1.000000,3600.000000
0.720000,60.000000,0.800000,5000.000000
0.720000,60.000000,0.700000,2100.000000
0.720000,20.000000,0.300000,1100.000000
0.720000,60.000000,0.900000,3400.000000
0.720000,80.000000,0.600000,4100.000000
0.720000,60.000000,0.600000,4600.000000
0.720000,80.000000,0.800000,1700.000000
0.720000,60.000000,0.700000,1600.000000
0.720000,30.000000,0.800000,1900.000000
0.719000,20.000000,1.000000,1100.000000
0.719000,80.000000,0.900000,3500.000000
0.719000,40.000000,1.000000,1800.000000
0.719000,40.000000,0.900000,2000.000000
0.719000,60.000000,1.000000,3500.000000
0.719000,50.000000,0.800000,2800.000000
0.719000,20.000000,0.400000,1200.000000
0.719000,90.000000,0.800000,4700.000000
0.719000,70.000000,0.900000,3700.000000
0.719000,70.000000,0.700000,700.000000
0.719000,60.000000,1.000000,4600.000000
0.719000,50.000000,0.600000,2100.000000
0.719000,70.000000,0.700000,1400.000000
0.719000,50.000000,1.000000,4600.000000
0.719000,60.000000,0.800000,3500.000000
0.718000,80.000000,1.000000,3300.000000
0.718000,100.000000,0.700000,4200.000000
0.718000,100.000000,0.700000,4100.000000
0.718000,100.000000,0.800000,2700.000000
0.718000,80.000000,0.900000,3000.000000
0.718000,90.000000,0.700000,2300.000000
0.718000,70.000000,0.800000,1300.000000
0.718000,70.000000,0.900000,4000.000000
0.718000,70.000000,0.500000,1100.000000
0.718000,70.000000,0.900000,5000.000000
0.718000,90.000000,0.600000,3600.000000
0.718000,90.000000,0.500000,3500.000000
0.718000,80.000000,1.000000,1000.000000
0.718000,70.000000,1.000000,3400.000000
0.718000,20.000000,0.100000,500.000000
0.718000,20.000000,0.900000,1800.000000
0.718000,20.000000,0.700000,2700.000000
0.718000,20.000000,0.600000,4300.000000
0.718000,60.000000,1.000000,2600.000000
0.718000,40.000000,0.800000,4600.000000
0.718000,30.000000,0.800000,4200.000000
0.718000,60.000000,0.600000,3400.000000
0.718000,60.000000,0.900000,500.000000
0.718000,60.000000,0.600000,2400.000000
0.717000,20.000000,0.900000,1700.000000
0.717000,60.000000,0.600000,1900.000000
0.717000,50.000000,0.600000,1800.000000
0.717000,20.000000,0.700000,3200.000000
0.717000,70.000000,0.700000,2200.000000
0.717000,70.000000,0.500000,2100.000000
0.717000,80.000000,0.800000,4100.000000
0.717000,20.000000,0.800000,1400.000000
0.717000,30.000000,0.900000,3500.000000
0.717000,100.000000,0.800000,4300.000000
0.717000,20.000000,0.900000,2900.000000
0.717000,30.000000,0.800000,3700.000000
0.717000,50.000000,0.600000,2200.000000
0.717000,70.000000,0.900000,2500.000000
0.717000,50.000000,0.900000,3100.000000
0.717000,60.000000,0.100000,600.000000
0.716000,70.000000,0.700000,3000.000000
0.716000,70.000000,0.700000,3700.000000
0.716000,60.000000,0.900000,4300.000000
0.716000,20.000000,0.900000,3200.000000
0.716000,50.000000,1.000000,2000.000000
0.716000,90.000000,0.800000,500.000000
0.716000,40.000000,0.800000,900.000000
0.716000,80.000000,0.600000,2300.000000
0.716000,30.000000,0.500000,1700.000000
0.716000,80.000000,0.500000,1900.000000
0.716000,60.000000,0.500000,3900.000000
0.716000,30.000000,0.900000,2700.000000
0.716000,80.000000,0.900000,4000.000000
0.716000,40.000000,1.000000,5000.000000
0.716000,20.000000,0.700000,1800.000000
0.715000,90.000000,0.500000,600.000000
0.715000,30.000000,0.700000,1300.000000
0.715000,20.000000,1.000000,1200.000000
0.715000,20.000000,0.600000,3600.000000
0.715000,60.000000,0.800000,2800.000000
0.715000,100.000000,0.800000,900.000000
0.715000,60.000000,0.800000,4200.000000
0.715000,30.000000,0.700000,2900.000000
0.715000,20.000000,0.800000,2500.000000
0.715000,80.000000,0.600000,3300.000000
0.715000,70.000000,0.700000,4600.000000
0.715000,80.000000,0.900000,4200.000000
0.715000,50.000000,1.000000,4900.000000
0.714000,70.000000,1.000000,1200.000000
0.714000,40.000000,0.500000,2100.000000
0.714000,80.000000,0.500000,2300.000000
0.714000,40.000000,0.600000,2200.000000
0.714000,20.000000,1.000000,3200.000000
0.714000,60.000000,0.600000,1000.000000
0.714000,20.000000,0.800000,2300.000000
0.714000,60.000000,0.600000,1500.000000
0.714000,30.000000,0.800000,3800.000000
0.714000,80.000000,0.800000,2200.000000
0.714000,70.000000,0.600000,1300.000000
0.714000,30.000000,0.800000,2200.000000
0.714000,70.000000,0.700000,4700.000000
0.714000,30.000000,0.900000,1500.000000
0.714000,20.000000,0.700000,1100.000000
0.714000,60.000000,1.000000,2000.000000
0.714000,100.000000,0.700000,4400.000000
0.713000,20.000000,0.500000,4100.000000
0.713000,50.000000,0.600000,3200.000000
0.713000,80.000000,0.600000,4800.000000
0.713000,100.000000,1.000000,3100.000000
0.713000,20.000000,0.900000,2700.000000
0.713000,40.000000,0.600000,3900.000000
0.713000,70.000000,0.600000,1500.000000
0.713000,90.000000,0.800000,1300.000000
0.713000,20.000000,0.900000,2000.000000
0.713000,80.000000,0.800000,4400.000000
0.713000,40.000000,1.000000,2500.000000
0.713000,80.000000,0.600000,2700.000000
0.713000,80.000000,1.000000,3600.000000
0.713000,90.000000,0.900000,2000.000000
0.713000,90.000000,0.900000,1400.000000
0.713000,20.000000,0.700000,3100.000000
0.713000,50.000000,1.000000,1700.000000
0.713000,30.000000,0.700000,3000.000000
0.712000,30.000000,0.800000,2100.000000
0.712000,30.000000,0.600000,1100.000000
0.712000,50.000000,0.700000,500.000000
0.712000,20.000000,1.000000,3700.000000
0.712000,80.000000,0.700000,1700.000000
0.712000,50.000000,1.000000,1300.000000
0.712000,80.000000,0.800000,2300.000000
0.712000,30.000000,0.900000,1000.000000
0.712000,90.000000,0.800000,2300.000000
0.712000,50.000000,0.900000,3700.000000
0.712000,60.000000,0.700000,5000.000000
0.712000,50.000000,0.800000,4100.000000
0.712000,40.000000,0.500000,700.000000
0.712000,30.000000,0.600000,2100.000000
0.712000,30.000000,0.700000,3100.000000
0.712000,50.000000,1.000000,2400.000000
0.712000,40.000000,0.700000,3400.000000
0.712000,20.000000,0.900000,3300.000000
0.711000,60.000000,0.700000,2200.000000
0.711000,30.000000,1.000000,3400.000000
0.711000,20.000000,0.700000,2600.000000
0.711000,50.000000,0.900000,4500.000000
0.711000,60.000000,0.900000,3900.000000
0.711000,20.000000,0.600000,1800.000000
0.711000,40.000000,0.800000,1300.000000
0.711000,40.000000,0.900000,1500.000000
0.711000,50.000000,0.900000,3800.000000
0.711000,60.000000,1.000000,4500.000000
0.711000,30.000000,0.900000,2600.000000
0.710000,50.000000,0.600000,1100.000000
0.710000,50.000000,1.000000,4800.000000
0.710000,100.000000,1.000000,1900.000000
0.710000,80.000000,0.700000,4300.000000
0.710000,100.000000,0.700000,600.000000
0.710000,100.000000,0.900000,4100.000000
0.710000,40.000000,0.500000,1500.000000
0.710000,80.000000,0.600000,1900.000000
0.710000,30.000000,0.700000,3800.000000
0.710000,40.000000,0.100000,4900.000000
0.710000,90.000000,0.900000,3400.000000
0.710000,30.000000,0.800000,4500.000000
0.710000,50.000000,0.800000,2600.000000
0.710000,100.000000,0.700000,4900.000000
0.709000,20.000000,0.700000,4400.000000
0.709000,100.000000,0.800000,800.000000
0.709000,100.000000,0.800000,1300.000000
0.709000,100.000000,0.800000,3400.000000
0.709000,100.000000,0.800000,3300.000000
0.709000,30.000000,0.800000,1700.000000
0.709000,60.000000,0.700000,700.000000
0.709000,80.000000,0.700000,1000.000000
0.709000,50.000000,0.900000,1400.000000
0.709000,20.000000,1.000000,2000.000000
0.709000,50.000000,0.800000,4300.000000
0.709000,50.000000,0.700000,4400.000000
0.709000,100.000000,0.900000,1300.000000
0.709000,30.000000,0.900000,4300.000000
0.709000,40.000000,1.000000,4400.000000
0.709000,90.000000,0.800000,3700.000000
0.709000,40.000000,0.700000,3600.000000
0.708000,100.000000,0.800000,2900.000000
0.708000,50.000000,0.700000,1900.000000
0.708000,90.000000,0.800000,1000.000000
0.708000,100.000000,0.800000,1400.000000
0.708000,40.000000,0.900000,3700.000000
0.708000,70.000000,0.700000,3600.000000
0.708000,20.000000,1.000000,3300.000000
0.708000,20.000000,0.300000,800.000000
0.708000,90.000000,0.600000,1800.000000
0.708000,70.000000,0.700000,4500.000000
0.708000,70.000000,1.000000,2000.000000
0.708000,60.000000,0.700000,3500.000000
0.708000,60.000000,0.800000,800.000000
0.708000,30.000000,0.700000,1700.000000
0.708000,40.000000,0.600000,3700.000000
0.708000,30.000000,0.500000,900.000000
0.707000,90.000000,0.700000,4000.000000
0.707000,20.000000,0.400000,700.000000
0.707000,70.000000,0.800000,700.000000
0.707000,40.000000,0.100000,4000.000000
0.707000,100.000000,0.900000,4700.000000
0.707000,40.000000,0.500000,3100.000000
0.707000,50.000000,1.000000,4500.000000
0.707000,50.000000,0.500000,1100.000000
0.707000,50.000000,0.700000,3200.000000
0.707000,50.000000,0.600000,1900.000000
0.707000,60.000000,0.800000,4900.000000
0.707000,80.000000,0.700000,3200.000000
0.707000,90.000000,0.900000,4300.000000
0.707000,30.000000,1.000000,1100.000000
0.707000,80.000000,0.900000,1300.000000
0.707000,80.000000,0.700000,2000.000000
0.707000,30.000000,1.000000,2800.000000
0.707000,70.000000,0.800000,3400.000000
0.707000,60.000000,1.000000,4700.000000
0.707000,40.000000,0.600000,1700.000000
0.706000,20.000000,0.400000,3500.000000
0.706000,20.000000,0.900000,2800.000000
0.706000,90.000000,0.700000,1900.000000
0.706000,100.000000,0.700000,1400.000000
0.706000,90.000000,0.600000,2700.000000
0.706000,40.000000,0.700000,4200.000000
0.706000,100.000000,0.700000,1200.000000
0.706000,50.000000,0.700000,2200.000000
0.706000,20.000000,0.900000,3600.000000
0.706000,50.000000,0.600000,4900.000000
0.706000,50.000000,0.800000,1800.000000
0.706000,70.000000,1.000000,4800.000000
0.706000,50.000000,0.900000,3400.000000
0.706000,80.000000,0.800000,3100.000000
0.706000,90.000000,0.800000,3200.000000
0.706000,50.000000,0.800000,3500.000000
0.706000,30.000000,0.500000,1800.000000
0.706000,50.000000,0.900000,2900.000000
0.706000,90.000000,1.000000,3700.000000
0.706000,80.000000,0.900000,4700.000000
0.706000,70.000000,1.000000,2200.000000
0.706000,80.000000,1.000000,4500.000000
0.706000,80.000000,0.800000,4300.000000
0.705000,60.000000,0.900000,2400.000000
0.705000,40.000000,0.600000,2300.000000
0.705000,60.000000,0.900000,3700.000000
0.705000,30.000000,0.700000,1000.000000
0.705000,20.000000,0.600000,3100.000000
0.705000,80.000000,0.700000,3900.000000
0.705000,60.000000,0.900000,1100.000000
0.705000,60.000000,0.900000,4100.000000
0.705000,70.000000,0.600000,4700.000000
0.705000,60.000000,0.800000,4500.000000
0.705000,50.000000,1.000000,4000.000000
0.705000,50.000000,0.800000,2200.000000
0.705000,100.000000,0.800000,1500.000000
0.705000,80.000000,0.500000,3800.000000
0.705000,50.000000,1.000000,1000.000000
0.704000,50.000000,0.700000,3600.000000
0.704000,80.000000,0.900000,3200.000000
0.704000,80.000000,0.700000,1300.000000
0.704000,50.000000,0.700000,600.000000
0.704000,50.000000,0.900000,2100.000000
0.704000,60.000000,0.600000,700.000000
0.704000,90.000000,0.600000,4000.000000
0.704000,70.000000,0.600000,4000.000000
0.704000,30.000000,0.900000,4800.000000
0.704000,100.000000,0.800000,2100.000000
0.704000,60.000000,0.600000,2000.000000
0.704000,90.000000,1.000000,1500.000000
0.704000,40.000000,1.000000,700.000000
0.704000,20.000000,0.700000,2900.000000
0.704000,20.000000,0.800000,1800.000000
0.704000,50.000000,0.900000,4400.000000
0.704000,70.000000,0.700000,800.000000
0.704000,80.000000,0.900000,1800.000000
0.704000,80.000000,0.900000,2400.000000
0.703000,60.000000,0.900000,1000.000000
0.703000,20.000000,0.800000,2100.000000
0.703000,30.000000,0.600000,1900.000000
0.703000,100.000000,0.600000,600.000000
0.703000,60.000000,0.900000,3800.000000
0.703000,60.000000,0.900000,2300.000000
0.703000,100.000000,1.000000,4100.000000
0.703000,100.000000,1.000000,1200.000000
0.703000,30.000000,0.600000,1800.000000
0.703000,20.000000,0.900000,1300.000000
0.703000,90.000000,0.700000,3000.000000
0.703000,20.000000,0.300000,3800.000000
0.703000,80.000000,1.000000,4800.000000
0.703000,30.000000,0.700000,1800.000000
0.703000,70.000000,0.900000,4900.000000
0.703000,90.000000,0.500000,1800.000000
0.703000,50.000000,0.800000,1000.000000
0.703000,60.000000,0.700000,1000.000000
0.703000,80.000000,0.500000,800.000000
0.702000,60.000000,0.800000,3400.000000
0.702000,20.000000,0.700000,4200.000000
0.702000,70.000000,0.800000,3800.000000
0.702000,50.000000,1.000000,4100.000000
0.702000,60.000000,1.000000,2100.000000
0.702000,40.000000,0.900000,4800.000000
0.702000,50.000000,0.900000,2000.000000
0.702000,40.000000,0.700000,4900.000000
0.702000,20.000000,0.700000,3900.000000
0.702000,50.000000,0.800000,4200.000000
0.702000,80.000000,0.700000,2700.000000
0.702000,20.000000,0.700000,3300.000000
0.702000,70.000000,0.700000,1800.000000
0.702000,60.000000,0.800000,4600.000000
0.702000,70.000000,0.900000,600.000000
0.702000,30.000000,0.900000,2900.000000
0.702000,60.000000,0.700000,4800.000000
0.702000,70.000000,1.000000,2300.000000
0.701000,60.000000,0.600000,5000.000000
0.701000,30.000000,1.000000,1600.000000
0.701000,80.000000,0.600000,800.000000
0.701000,70.000000,0.800000,1200.000000
0.701000,60.000000,0.600000,500.000000
0.701000,100.000000,0.900000,2800.000000
0.701000,30.000000,0.900000,500.000000
0.701000,40.000000,0.700000,1200.000000
0.701000,20.000000,1.000000,3100.000000
0.701000,100.000000,0.900000,1200.000000
0.701000,40.000000,0.800000,2600.000000
0.701000,90.000000,1.000000,3800.000000
0.701000,60.000000,0.900000,2800.000000
0.701000,60.000000,0.700000,4500.000000
0.701000,40.000000,0.100000,3500.000000
0.701000,30.000000,0.500000,3500.000000
0.701000,90.000000,0.900000,900.000000
0.701000,50.000000,1.000000,2800.000000
0.701000,40.000000,0.600000,1300.000000
0.701000,70.000000,0.900000,2400.000000
0.700000,20.000000,0.500000,2000.000000
0.700000,40.000000,0.600000,3200.000000
0.700000,40.000000,0.600000,2600.000000
0.700000,90.000000,0.600000,2800.000000
0.700000,70.000000,0.900000,4500.000000
0.700000,40.000000,0.600000,1200.000000
0.700000,50.000000,0.900000,800.000000
0.700000,50.000000,0.800000,4900.000000
0.700000,40.000000,0.100000,4200.000000
0.700000,50.000000,0.800000,700.000000
0.700000,30.000000,0.800000,4700.000000
0.700000,80.000000,0.700000,4500.000000
0.700000,40.000000,0.700000,2400.000000
0.700000,20.000000,1.000000,700.000000
0.700000,60.000000,0.800000,3000.000000
0.700000,80.000000,0.600000,1800.000000
0.700000,90.000000,0.900000,5000.000000
0.700000,100.000000,0.800000,1100.000000
0.700000,70.000000,0.700000,4800.000000
0.700000,70.000000,0.700000,4900.000000
0.700000,60.000000,0.800000,4100.000000
0.700000,60.000000,0.700000,1900.000000
0.700000,40.000000,0.800000,3700.000000
0.700000,20.000000,0.900000,2400.000000
0.700000,100.000000,0.800000,4900.000000
0.700000,20.000000,1.000000,3800.000000
0.700000,100.000000,1.000000,2400.000000
0.699000,60.000000,0.700000,2300.000000
0.699000,30.000000,0.700000,1600.000000
0.699000,20.000000,0.700000,3700.000000
0.699000,30.000000,0.600000,2800.000000
0.699000,60.000000,0.800000,3300.000000
0.699000,40.000000,0.800000,4500.000000
0.699000,50.000000,0.800000,800.000000
0.699000,20.000000,0.600000,4200.000000
0.699000,90.000000,0.700000,4800.000000
0.699000,30.000000,0.700000,4300.000000
0.699000,20.000000,0.700000,4700.000000
0.699000,20.000000,0.700000,4600.000000
0.699000,20.000000,0.600000,1400.000000
0.699000,90.000000,0.700000,1500.000000
0.699000,70.000000,0.900000,3600.000000
0.699000,60.000000,0.500000,1500.000000
0.699000,100.000000,1.000000,3400.000000
