score, centers, sigma, kmax
0.924000,60.000000,0.300000,1200.000000
0.924000,30.000000,0.200000,2400.000000
0.924000,30.000000,0.200000,2100.000000
0.924000,100.000000,0.400000,2500.000000
0.924000,30.000000,0.300000,1200.000000
0.924000,100.000000,0.400000,3700.000000
0.923000,30.000000,0.300000,3800.000000
0.923000,100.000000,0.100000,1500.000000
0.923000,30.000000,0.400000,4400.000000
0.923000,30.000000,0.400000,4900.000000
0.923000,30.000000,0.200000,2000.000000
0.922000,100.000000,0.100000,1600.000000
0.922000,70.000000,0.400000,2800.000000
0.922000,50.000000,0.200000,4300.000000
0.922000,80.000000,0.300000,1400.000000
0.922000,50.000000,0.200000,4800.000000
0.922000,90.000000,0.400000,3100.000000
0.922000,80.000000,0.300000,1500.000000
0.922000,60.000000,0.300000,500.000000
0.922000,70.000000,0.200000,4600.000000
0.922000,100.000000,0.100000,1100.000000
0.922000,30.000000,0.200000,1600.000000
0.921000,80.000000,0.300000,1000.000000
0.921000,30.000000,0.300000,1600.000000
0.921000,90.000000,0.400000,2900.000000
0.921000,60.000000,0.400000,4600.000000
0.921000,30.000000,0.400000,4500.000000
0.921000,40.000000,0.200000,2000.000000
0.921000,50.000000,0.200000,4400.000000
0.921000,90.000000,0.400000,3700.000000
0.921000,30.000000,0.300000,1800.000000
0.920000,60.000000,0.400000,5000.000000
0.920000,80.000000,0.300000,1300.000000
0.920000,50.000000,0.200000,5000.000000
0.920000,30.000000,0.400000,3800.000000
0.920000,100.000000,0.100000,1400.000000
0.920000,90.000000,0.200000,1000.000000
0.920000,30.000000,0.300000,2300.000000
0.919000,40.000000,0.400000,3300.000000
0.919000,50.000000,0.200000,4100.000000
0.919000,40.000000,0.400000,2100.000000
0.919000,80.000000,0.400000,3200.000000
0.919000,30.000000,0.300000,4400.000000
0.919000,40.000000,0.400000,4200.000000
0.919000,70.000000,0.400000,4000.000000
0.919000,70.000000,0.400000,3100.000000
0.919000,40.000000,0.200000,3300.000000
0.919000,90.000000,0.400000,2400.000000
0.919000,90.000000,0.400000,3600.000000
0.919000,40.000000,0.200000,3100.000000
0.919000,100.000000,0.400000,5000.000000
0.918000,60.000000,0.400000,4200.000000
0.918000,50.000000,0.200000,4700.000000
0.918000,30.000000,0.300000,2100.000000
0.918000,90.000000,0.300000,1100.000000
0.918000,60.000000,0.300000,4100.000000
0.918000,50.000000,0.200000,4000.000000
0.918000,100.000000,0.400000,2400.000000
0.918000,40.000000,0.200000,2800.000000
0.918000,50.000000,0.200000,1300.000000
0.918000,40.000000,0.400000,2600.000000
0.918000,40.000000,0.200000,3500.000000
0.918000,70.000000,0.300000,3400.000000
0.917000,50.000000,0.400000,4400.000000
0.917000,90.000000,0.400000,4100.000000
0.917000,40.000000,0.200000,2300.000000
0.917000,80.000000,0.400000,1900.000000
0.917000,100.000000,0.400000,4000.000000
0.917000,50.000000,0.400000,2100.000000
0.917000,30.000000,0.400000,4000.000000
0.917000,30.000000,0.200000,1300.000000
0.917000,60.000000,0.300000,2300.000000
0.917000,40.000000,0.300000,2300.000000
0.917000,30.000000,0.300000,4100.000000
0.917000,50.000000,0.300000,1500.000000
0.917000,90.000000,0.100000,2900.000000
0.917000,100.000000,0.300000,1400.000000
0.917000,30.000000,0.400000,1800.000000
0.917000,100.000000,0.400000,3200.000000
0.916000,80.000000,0.100000,4400.000000
0.916000,40.000000,0.200000,2400.000000
0.916000,40.000000,0.200000,4400.000000
0.916000,90.000000,0.300000,1700.000000
0.916000,70.000000,0.200000,1400.000000
0.916000,30.000000,0.200000,1900.000000
0.916000,100.000000,0.400000,2200.000000
0.916000,30.000000,0.300000,500.000000
0.916000,70.000000,0.400000,4700.000000
0.916000,30.000000,0.200000,2300.000000
0.915000,70.000000,0.400000,4200.000000
0.915000,80.000000,0.200000,2400.000000
0.915000,50.000000,0.300000,2300.000000
0.915000,50.000000,0.400000,4300.000000
0.915000,100.000000,0.300000,600.000000
0.915000,30.000000,0.200000,1700.000000
0.915000,40.000000,0.300000,500.000000
0.915000,40.000000,0.400000,4500.000000
0.915000,30.000000,0.400000,2800.000000
0.915000,50.000000,0.300000,1700.000000
0.915000,80.000000,0.400000,3900.000000
0.914000,40.000000,0.300000,2200.000000
0.914000,80.000000,0.400000,5000.000000
0.914000,70.000000,0.300000,1700.000000
0.914000,60.000000,0.400000,2000.000000
0.914000,90.000000,0.300000,1000.000000
0.913000,80.000000,0.400000,2500.000000
0.913000,70.000000,0.200000,900.000000
0.913000,30.000000,0.200000,1500.000000
0.913000,100.000000,0.300000,1100.000000
0.913000,50.000000,0.400000,5000.000000
0.913000,40.000000,0.200000,2100.000000
0.913000,80.000000,0.200000,2000.000000
0.913000,30.000000,0.300000,2000.000000
0.913000,80.000000,0.100000,3700.000000
0.913000,90.000000,0.400000,2000.000000
0.913000,80.000000,0.100000,4900.000000
0.913000,90.000000,0.100000,2700.000000
0.913000,40.000000,0.400000,4700.000000
0.913000,70.000000,0.400000,5000.000000
0.912000,40.000000,0.200000,3000.000000
0.912000,40.000000,0.400000,3400.000000
0.912000,30.000000,0.300000,1500.000000
0.912000,70.000000,0.400000,4100.000000
0.912000,100.000000,0.100000,1000.000000
0.912000,80.000000,0.300000,1200.000000
0.912000,60.000000,0.300000,700.000000
0.912000,60.000000,0.400000,1400.000000
0.912000,60.000000,0.300000,1100.000000
0.912000,30.000000,0.300000,1700.000000
0.912000,100.000000,0.400000,3100.000000
0.911000,100.000000,0.400000,2900.000000
0.911000,70.000000,0.300000,900.000000
0.911000,30.000000,0.300000,4300.000000
0.911000,90.000000,0.400000,2800.000000
0.911000,60.000000,0.200000,1900.000000
0.911000,30.000000,0.400000,1700.000000
0.911000,70.000000,0.300000,1100.000000
0.911000,50.000000,0.200000,1800.000000
0.911000,100.000000,0.400000,4600.000000
0.911000,40.000000,0.300000,3700.000000
0.911000,50.000000,0.200000,1500.000000
0.911000,40.000000,0.400000,2500.000000
0.911000,30.000000,0.400000,3600.000000
0.911000,80.000000,0.400000,2800.000000
0.911000,30.000000,0.400000,2700.000000
0.910000,70.000000,0.400000,3400.000000
0.910000,70.000000,0.400000,3600.000000
0.910000,30.000000,0.400000,1000.000000
0.910000,60.000000,0.400000,4300.000000
0.910000,30.000000,0.200000,2200.000000
0.910000,100.000000,0.100000,900.000000
0.910000,40.000000,0.200000,4500.000000
0.910000,100.000000,0.400000,3800.000000
0.910000,40.000000,0.200000,2900.000000
0.910000,40.000000,0.200000,2200.000000
0.910000,60.000000,0.400000,4700.000000
0.909000,30.000000,0.200000,1200.000000
0.909000,80.000000,0.100000,4500.000000
0.909000,100.000000,0.200000,700.000000
0.909000,60.000000,0.400000,3000.000000
0.909000,60.000000,0.200000,600.000000
0.909000,90.000000,0.100000,2200.000000
0.909000,70.000000,0.300000,1600.000000
0.909000,50.000000,0.400000,2600.000000
0.909000,50.000000,0.200000,500.000000
0.909000,90.000000,0.500000,5000.000000
0.908000,40.000000,0.200000,2500.000000
0.908000,40.000000,0.400000,3700.000000
0.908000,30.000000,0.400000,3000.000000
0.908000,40.000000,0.200000,3800.000000
0.908000,80.000000,0.100000,3900.000000
0.908000,90.000000,0.100000,2800.000000
0.908000,100.000000,0.400000,1900.000000
0.908000,40.000000,0.200000,700.000000
0.907000,60.000000,0.300000,800.000000
0.907000,60.000000,0.400000,3500.000000
0.907000,40.000000,0.400000,4600.000000
0.907000,60.000000,0.300000,1300.000000
0.907000,80.000000,0.400000,2700.000000
0.906000,40.000000,0.300000,900.000000
0.906000,90.000000,0.300000,500.000000
0.906000,100.000000,0.100000,1200.000000
0.906000,50.000000,0.200000,1900.000000
0.906000,30.000000,0.200000,900.000000
0.906000,40.000000,0.400000,1700.000000
0.906000,30.000000,0.400000,1200.000000
0.906000,100.000000,0.400000,2300.000000
0.906000,60.000000,0.300000,900.000000
0.906000,80.000000,0.200000,500.000000
0.906000,80.000000,0.100000,5000.000000
0.906000,30.000000,0.400000,4700.000000
0.906000,50.000000,0.300000,2900.000000
0.905000,40.000000,0.400000,4900.000000
0.905000,80.000000,0.100000,4000.000000
0.905000,30.000000,0.300000,3900.000000
0.905000,50.000000,0.200000,600.000000
0.905000,60.000000,0.100000,4900.000000
0.905000,50.000000,0.200000,2900.000000
0.905000,70.000000,0.200000,600.000000
0.904000,40.000000,0.200000,1400.000000
0.904000,70.000000,0.200000,1700.000000
0.904000,90.000000,0.100000,2300.000000
0.904000,40.000000,0.200000,4200.000000
0.904000,40.000000,0.200000,4100.000000
0.904000,40.000000,0.200000,800.000000
0.904000,80.000000,0.400000,2400.000000
0.904000,30.000000,0.400000,3200.000000
0.904000,40.000000,0.300000,1900.000000
0.904000,40.000000,0.400000,3600.000000
0.904000,50.000000,0.300000,2800.000000
0.904000,40.000000,0.200000,600.000000
0.904000,80.000000,0.500000,4700.000000
0.903000,80.000000,0.100000,4700.000000
0.903000,80.000000,0.400000,3400.000000
0.903000,80.000000,0.400000,1800.000000
0.903000,60.000000,0.400000,2900.000000
0.903000,70.000000,0.300000,800.000000
0.903000,80.000000,0.100000,4100.000000
0.903000,80.000000,0.100000,3800.000000
0.902000,90.000000,0.400000,2100.000000
0.902000,80.000000,0.400000,4400.000000
0.902000,80.000000,0.400000,4300.000000
0.902000,50.000000,0.200000,2700.000000
0.902000,40.000000,0.400000,2800.000000
0.902000,30.000000,0.400000,3300.000000
0.902000,70.000000,0.400000,2100.000000
0.902000,50.000000,0.400000,4600.000000
0.901000,60.000000,0.300000,600.000000
0.901000,30.000000,0.400000,4600.000000
0.901000,60.000000,0.400000,3200.000000
0.901000,90.000000,0.400000,1500.000000
0.901000,90.000000,0.400000,4500.000000
0.901000,90.000000,0.100000,2500.000000
0.900000,90.000000,0.400000,1100.000000
0.900000,60.000000,0.100000,4800.000000
0.900000,50.000000,0.400000,3800.000000
0.900000,80.000000,0.100000,4600.000000
0.900000,40.000000,0.200000,1900.000000
0.900000,30.000000,0.200000,1800.000000
0.900000,50.000000,0.300000,2000.000000
0.900000,80.000000,0.400000,4900.000000
0.900000,60.000000,0.400000,3700.000000
0.899000,40.000000,0.200000,500.000000
0.899000,70.000000,0.400000,1500.000000
0.899000,90.000000,0.500000,4300.000000
0.899000,70.000000,0.200000,2500.000000
0.898000,40.000000,0.200000,2700.000000
0.898000,60.000000,0.100000,4700.000000
0.898000,80.000000,0.300000,700.000000
0.898000,90.000000,0.400000,1600.000000
0.898000,50.000000,0.200000,2200.000000
0.898000,50.000000,0.400000,2000.000000
0.898000,90.000000,0.400000,4600.000000
0.898000,30.000000,0.200000,700.000000
0.898000,100.000000,0.400000,3000.000000
0.898000,100.000000,0.300000,1000.000000
0.897000,100.000000,0.100000,800.000000
0.897000,60.000000,0.100000,4500.000000
0.897000,50.000000,0.200000,1600.000000
0.897000,80.000000,0.400000,4600.000000
0.897000,70.000000,0.400000,2700.000000
0.897000,40.000000,0.200000,1800.000000
0.897000,100.000000,0.400000,4900.000000
0.897000,40.000000,0.400000,1900.000000
0.897000,70.000000,0.400000,4400.000000
0.896000,70.000000,0.400000,900.000000
0.896000,30.000000,0.300000,1000.000000
0.896000,100.000000,0.300000,800.000000
0.895000,100.000000,0.400000,1400.000000
0.895000,100.000000,0.300000,1300.000000
0.895000,40.000000,0.400000,3200.000000
0.895000,60.000000,0.100000,5000.000000
0.895000,80.000000,0.400000,4700.000000
0.895000,80.000000,0.100000,3300.000000
0.894000,70.000000,0.200000,2100.000000
0.894000,90.000000,0.500000,4200.000000
0.894000,50.000000,0.300000,900.000000
0.894000,60.000000,0.200000,900.000000
0.893000,60.000000,0.100000,4400.000000
0.893000,40.000000,0.200000,1100.000000
0.893000,30.000000,0.200000,1000.000000
0.893000,40.000000,0.200000,3900.000000
0.893000,100.000000,0.400000,800.000000
0.893000,30.000000,0.200000,800.000000
0.893000,30.000000,0.400000,1400.000000
0.893000,60.000000,0.100000,3000.000000
0.893000,50.000000,0.200000,1700.000000
0.893000,40.000000,0.300000,1200.000000
0.893000,40.000000,0.300000,1100.000000
0.893000,60.000000,0.100000,4100.000000
0.893000,70.000000,0.400000,600.000000
0.893000,60.000000,0.400000,2800.000000
0.892000,60.000000,0.400000,3300.000000
0.892000,80.000000,0.200000,1700.000000
0.892000,90.000000,0.100000,1600.000000
0.892000,40.000000,0.200000,1600.000000
0.892000,100.000000,0.400000,4700.000000
0.892000,60.000000,0.100000,3900.000000
0.892000,60.000000,0.200000,500.000000
0.892000,60.000000,0.400000,2100.000000
0.892000,70.000000,0.200000,500.000000
0.892000,100.000000,0.400000,2000.000000
0.891000,90.000000,0.400000,4400.000000
0.891000,80.000000,0.400000,3600.000000
0.891000,80.000000,0.400000,3700.000000
0.891000,60.000000,0.100000,3600.000000
0.891000,40.000000,0.400000,3100.000000
0.891000,80.000000,0.400000,1400.000000
0.890000,90.000000,0.100000,1500.000000
0.890000,40.000000,0.400000,2400.000000
0.890000,80.000000,0.400000,1600.000000
0.890000,30.000000,0.400000,3900.000000
0.890000,50.000000,0.300000,600.000000
0.890000,90.000000,0.100000,1800.000000
0.889000,60.000000,0.400000,1900.000000
0.889000,90.000000,0.400000,1200.000000
0.889000,60.000000,0.500000,4500.000000
0.889000,60.000000,0.100000,4600.000000
0.888000,40.000000,0.400000,3000.000000
0.888000,40.000000,0.300000,600.000000
0.888000,60.000000,0.300000,1000.000000
0.888000,60.000000,0.400000,2700.000000
0.888000,60.000000,0.500000,5000.000000
0.888000,100.000000,0.500000,3600.000000
0.888000,50.000000,0.400000,2800.000000
0.888000,80.000000,0.100000,2600.000000
0.887000,30.000000,0.200000,600.000000
0.887000,30.000000,0.400000,2600.000000
0.887000,70.000000,0.100000,4900.000000
0.887000,90.000000,0.400000,2300.000000
0.886000,90.000000,0.100000,1100.000000
0.886000,70.000000,0.300000,600.000000
0.886000,70.000000,0.200000,1000.000000
0.886000,40.000000,0.400000,2700.000000
0.886000,80.000000,0.400000,2200.000000
0.886000,70.000000,0.300000,500.000000
0.886000,90.000000,0.100000,4500.000000
0.885000,30.000000,0.400000,4200.000000
0.885000,50.000000,0.400000,1600.000000
0.885000,60.000000,0.400000,4400.000000
0.885000,60.000000,0.100000,3300.000000
0.885000,100.000000,0.500000,4600.000000
0.884000,70.000000,0.200000,700.000000
0.884000,80.000000,0.300000,600.000000
0.884000,60.000000,0.400000,1500.000000
0.884000,60.000000,0.400000,900.000000
0.884000,60.000000,0.100000,3800.000000
0.884000,60.000000,0.100000,4300.000000
0.884000,60.000000,0.100000,4000.000000
0.884000,40.000000,0.200000,1300.000000
0.884000,70.000000,0.500000,5000.000000
0.884000,80.000000,0.400000,2600.000000
0.883000,60.000000,0.400000,4900.000000
0.883000,80.000000,0.400000,3300.000000
0.883000,90.000000,0.100000,1000.000000
0.883000,60.000000,0.100000,4200.000000
0.883000,60.000000,0.400000,1300.000000
0.883000,60.000000,0.100000,3200.000000
0.883000,60.000000,0.400000,3100.000000
0.883000,30.000000,0.300000,2200.000000
0.882000,80.000000,0.400000,2100.000000
0.882000,90.000000,0.400000,1300.000000
0.882000,80.000000,0.100000,3200.000000
0.881000,80.000000,0.400000,2300.000000
0.881000,60.000000,0.300000,1400.000000
0.881000,40.000000,0.400000,1000.000000
0.881000,30.000000,0.400000,5000.000000
0.881000,70.000000,0.500000,3500.000000
0.881000,60.000000,0.500000,3600.000000
0.880000,80.000000,0.400000,1700.000000
0.880000,90.000000,0.400000,4800.000000
0.880000,40.000000,0.400000,1400.000000
0.880000,60.000000,0.100000,3100.000000
0.880000,60.000000,0.400000,1200.000000
0.880000,100.000000,0.500000,3800.000000
0.880000,30.000000,0.200000,1100.000000
0.880000,70.000000,0.400000,3000.000000
0.880000,60.000000,0.500000,3800.000000
0.879000,50.000000,0.400000,3300.000000
0.879000,70.000000,0.100000,3700.000000
0.879000,100.000000,0.400000,3500.000000
0.879000,70.000000,0.400000,1800.000000
0.879000,60.000000,0.100000,2900.000000
0.879000,60.000000,0.100000,3400.000000
0.879000,80.000000,0.100000,1800.000000
0.879000,100.000000,0.100000,600.000000
0.878000,70.000000,0.100000,4200.000000
0.878000,40.000000,0.400000,2000.000000
0.878000,80.000000,0.100000,2300.000000
0.877000,100.000000,0.300000,900.000000
0.877000,90.000000,0.400000,3300.000000
0.877000,100.000000,0.400000,1100.000000
0.877000,50.000000,0.400000,3500.000000
0.877000,30.000000,0.300000,600.000000
0.877000,80.000000,0.400000,2000.000000
0.877000,90.000000,0.500000,3100.000000
0.877000,60.000000,0.400000,3900.000000
0.877000,70.000000,0.100000,3900.000000
0.876000,70.000000,0.100000,4100.000000
0.876000,40.000000,0.400000,2300.000000
0.876000,80.000000,0.100000,2500.000000
0.876000,50.000000,0.400000,4100.000000
0.876000,30.000000,0.500000,4200.000000
0.876000,30.000000,0.300000,900.000000
0.875000,80.000000,0.100000,2200.000000
0.875000,90.000000,0.300000,900.000000
0.875000,90.000000,0.400000,3800.000000
0.875000,100.000000,0.100000,700.000000
0.875000,90.000000,0.400000,2600.000000
0.875000,30.000000,0.400000,3700.000000
0.875000,30.000000,0.300000,800.000000
0.874000,70.000000,0.100000,3500.000000
0.874000,70.000000,0.100000,5000.000000
0.874000,70.000000,0.400000,2500.000000
0.874000,80.000000,0.400000,4000.000000
0.874000,30.000000,0.300000,1900.000000
0.874000,100.000000,0.500000,3200.000000
0.874000,60.000000,0.400000,2200.000000
0.874000,30.000000,0.400000,2300.000000
0.873000,70.000000,0.100000,4600.000000
0.873000,70.000000,0.100000,3600.000000
0.873000,60.000000,0.300000,1500.000000
0.873000,70.000000,0.400000,3300.000000
0.873000,70.000000,0.100000,3300.000000
0.873000,40.000000,0.400000,2200.000000
0.873000,40.000000,0.400000,1300.000000
0.873000,90.000000,0.500000,3400.000000
0.872000,70.000000,0.100000,4300.000000
0.872000,40.000000,0.400000,3800.000000
0.872000,90.000000,0.300000,800.000000
0.872000,50.000000,0.400000,2900.000000
0.872000,70.000000,0.400000,1000.000000
0.871000,70.000000,0.500000,3000.000000
0.871000,40.000000,0.200000,1700.000000
0.871000,50.000000,0.400000,1800.000000
0.871000,30.000000,0.500000,4600.000000
0.871000,30.000000,0.400000,4800.000000
0.871000,30.000000,0.400000,3100.000000
0.871000,80.000000,0.400000,2900.000000
0.871000,90.000000,0.400000,3000.000000
0.870000,60.000000,0.400000,700.000000
0.870000,90.000000,0.400000,700.000000
0.870000,30.000000,0.400000,700.000000
0.869000,60.000000,0.200000,700.000000
0.869000,80.000000,0.500000,4200.000000
0.869000,100.000000,0.100000,500.000000
0.869000,50.000000,0.400000,3000.000000
0.869000,90.000000,0.100000,4300.000000
0.869000,80.000000,0.400000,1500.000000
0.869000,80.000000,0.100000,2000.000000
0.869000,60.000000,0.100000,2500.000000
0.868000,90.000000,0.100000,1900.000000
0.867000,70.000000,0.100000,4800.000000
0.867000,90.000000,0.100000,3300.000000
0.866000,60.000000,0.100000,2000.000000
0.866000,50.000000,0.300000,500.000000
0.866000,50.000000,0.400000,3200.000000
0.866000,80.000000,0.500000,4500.000000
0.865000,80.000000,0.100000,1700.000000
0.865000,40.000000,0.200000,1000.000000
0.865000,70.000000,0.500000,4700.000000
0.865000,80.000000,0.100000,2400.000000
0.865000,50.000000,0.400000,2700.000000
0.865000,90.000000,0.100000,3000.000000
0.865000,70.000000,0.400000,3200.000000
0.865000,70.000000,0.100000,3000.000000
0.865000,40.000000,0.300000,1800.000000
0.864000,80.000000,0.100000,2800.000000
0.864000,40.000000,0.200000,1500.000000
0.864000,70.000000,0.100000,2600.000000
0.864000,40.000000,0.400000,3500.000000
0.863000,50.000000,0.400000,1300.000000
0.862000,50.000000,0.400000,4900.000000
0.862000,70.000000,0.400000,1100.000000
0.862000,70.000000,0.100000,2200.000000
0.862000,50.000000,0.500000,4600.000000
0.861000,60.000000,0.100000,2300.000000
0.861000,70.000000,0.400000,1300.000000
0.861000,80.000000,0.400000,900.000000
0.861000,80.000000,0.100000,1400.000000
0.861000,80.000000,0.300000,500.000000
0.860000,60.000000,0.500000,3700.000000
0.860000,70.000000,0.400000,2300.000000
0.859000,70.000000,0.100000,3400.000000
0.859000,70.000000,0.400000,800.000000
0.859000,50.000000,0.400000,3400.000000
0.859000,100.000000,0.500000,2500.000000
0.859000,50.000000,0.300000,1300.000000
0.859000,60.000000,0.100000,2600.000000
0.858000,90.000000,0.100000,2400.000000
0.858000,50.000000,0.400000,1700.000000
0.858000,90.000000,0.100000,2600.000000
0.858000,70.000000,0.400000,1700.000000
0.857000,60.000000,0.500000,4000.000000
0.857000,100.000000,0.500000,5000.000000
0.857000,70.000000,0.100000,2700.000000
0.857000,60.000000,0.400000,2300.000000
0.857000,90.000000,0.100000,2000.000000
0.857000,30.000000,0.400000,1100.000000
0.857000,70.000000,0.100000,2800.000000
0.857000,60.000000,0.400000,800.000000
0.857000,80.000000,0.100000,3000.000000
0.856000,90.000000,0.500000,3800.000000
0.856000,80.000000,0.100000,2900.000000
0.856000,70.000000,0.400000,1200.000000
0.856000,60.000000,0.100000,2200.000000
0.856000,90.000000,0.100000,2100.000000
0.855000,100.000000,0.400000,3600.000000
0.855000,80.000000,0.100000,4300.000000
0.855000,30.000000,0.500000,3200.000000
0.855000,90.000000,0.500000,4700.000000
0.855000,50.000000,0.400000,4500.000000
0.855000,100.000000,0.400000,1800.000000
0.855000,50.000000,0.400000,3600.000000
0.854000,40.000000,0.200000,1200.000000
0.854000,80.000000,0.300000,800.000000
0.854000,30.000000,0.400000,1600.000000
0.854000,60.000000,0.500000,4800.000000
0.854000,50.000000,0.200000,1100.000000
0.854000,80.000000,0.500000,2100.000000
0.853000,80.000000,0.100000,4800.000000
0.853000,30.000000,0.500000,2600.000000
0.853000,60.000000,0.500000,2900.000000
0.853000,40.000000,0.500000,5000.000000
0.853000,80.000000,0.100000,2100.000000
0.853000,60.000000,0.500000,4200.000000
0.853000,90.000000,0.500000,4800.000000
0.853000,70.000000,0.100000,2300.000000
0.853000,80.000000,0.500000,1600.000000
0.853000,80.000000,0.100000,3400.000000
0.852000,50.000000,0.400000,4800.000000
0.852000,90.000000,0.100000,800.000000
0.852000,70.000000,0.100000,4500.000000
0.852000,100.000000,0.500000,4300.000000
0.852000,30.000000,0.400000,1300.000000
0.851000,100.000000,0.100000,3600.000000
0.851000,60.000000,0.100000,2400.000000
0.851000,70.000000,0.100000,2900.000000
0.851000,30.000000,0.400000,1500.000000
0.851000,100.000000,0.100000,3300.000000
0.851000,60.000000,0.500000,4700.000000
0.850000,40.000000,0.400000,1500.000000
0.850000,90.000000,0.400000,500.000000
0.850000,70.000000,0.100000,2400.000000
0.850000,90.000000,0.100000,1700.000000
0.850000,30.000000,0.500000,3400.000000
0.850000,30.000000,0.400000,2900.000000
0.849000,80.000000,0.500000,3900.000000
0.849000,30.000000,0.400000,3400.000000
0.849000,50.000000,0.400000,900.000000
0.848000,90.000000,0.500000,4000.000000
0.848000,30.000000,0.500000,2900.000000
0.848000,70.000000,0.500000,1800.000000
0.848000,70.000000,0.500000,4300.000000
0.848000,30.000000,0.400000,2100.000000
0.848000,60.000000,0.400000,1000.000000
0.848000,80.000000,0.500000,2600.000000
0.847000,30.000000,0.400000,2200.000000
0.847000,30.000000,0.200000,500.000000
0.847000,30.000000,0.500000,2200.000000
0.847000,40.000000,0.400000,1200.000000
0.847000,100.000000,0.500000,4400.000000
0.847000,30.000000,0.300000,1100.000000
0.847000,90.000000,0.500000,2700.000000
0.847000,40.000000,0.500000,4100.000000
0.847000,80.000000,0.100000,1600.000000
0.847000,80.000000,0.100000,4200.000000
0.847000,80.000000,0.400000,1000.000000
0.847000,60.000000,0.400000,1800.000000
0.846000,20.000000,0.400000,4700.000000
0.846000,60.000000,0.500000,1800.000000
0.846000,50.000000,0.300000,1000.000000
0.846000,90.000000,0.500000,3200.000000
0.846000,80.000000,0.400000,3800.000000
0.846000,40.000000,0.300000,800.000000
0.846000,50.000000,0.500000,5000.000000
0.846000,30.000000,0.400000,2400.000000
0.846000,70.000000,0.400000,1400.000000
0.845000,30.000000,0.500000,3100.000000
0.845000,70.000000,0.100000,3100.000000
0.845000,50.000000,0.400000,1100.000000
0.845000,30.000000,0.400000,1900.000000
0.845000,100.000000,0.100000,3400.000000
0.844000,90.000000,0.100000,700.000000
0.844000,50.000000,0.500000,3800.000000
0.844000,60.000000,0.500000,3400.000000
0.844000,80.000000,0.100000,1500.000000
0.844000,30.000000,0.500000,5000.000000
0.844000,70.000000,0.500000,4900.000000
0.844000,90.000000,0.100000,1400.000000
0.844000,90.000000,0.100000,1200.000000
0.843000,90.000000,0.500000,2800.000000
0.843000,50.000000,0.500000,4400.000000
0.843000,30.000000,0.500000,4300.000000
0.843000,90.000000,0.100000,1300.000000
0.842000,90.000000,0.500000,1600.000000
0.842000,80.000000,0.100000,3600.000000
0.842000,30.000000,0.500000,1900.000000
0.842000,70.000000,0.500000,3600.000000
0.842000,100.000000,0.400000,1200.000000
0.842000,90.000000,0.500000,4900.000000
0.842000,80.000000,0.100000,1300.000000
0.842000,50.000000,0.100000,4500.000000
0.842000,100.000000,0.500000,3300.000000
0.842000,90.000000,0.500000,3900.000000
0.842000,70.000000,0.100000,3800.000000
0.841000,60.000000,0.100000,1900.000000
0.841000,100.000000,0.400000,900.000000
0.841000,90.000000,0.400000,1700.000000
0.841000,80.000000,0.500000,2400.000000
0.841000,70.000000,0.100000,2500.000000
0.841000,50.000000,0.400000,1900.000000
0.840000,70.000000,0.100000,2100.000000
0.840000,70.000000,0.600000,4900.000000
0.840000,80.000000,0.100000,3500.000000
0.840000,90.000000,0.100000,900.000000
0.840000,100.000000,0.400000,1500.000000
0.840000,70.000000,0.500000,2500.000000
0.839000,100.000000,0.400000,700.000000
0.839000,40.000000,0.500000,3600.000000
0.839000,80.000000,0.500000,3400.000000
0.839000,100.000000,0.400000,4500.000000
0.839000,70.000000,0.100000,4000.000000
0.839000,20.000000,0.400000,4800.000000
0.838000,100.000000,0.500000,4700.000000
0.838000,80.000000,0.500000,5000.000000
0.838000,50.000000,0.400000,1500.000000
0.838000,80.000000,0.100000,3100.000000
0.838000,50.000000,0.300000,700.000000
0.838000,40.000000,0.500000,4800.000000
0.838000,30.000000,0.500000,3700.000000
0.838000,80.000000,0.500000,2000.000000
0.838000,50.000000,0.400000,3900.000000
0.837000,50.000000,0.100000,2700.000000
0.837000,70.000000,0.100000,1900.000000
0.837000,40.000000,0.500000,3900.000000
0.837000,80.000000,0.500000,2700.000000
0.837000,100.000000,0.400000,2600.000000
0.837000,20.000000,0.500000,5000.000000
0.836000,80.000000,0.400000,3000.000000
0.836000,40.000000,0.400000,900.000000
0.836000,70.000000,0.100000,4400.000000
0.835000,80.000000,0.500000,3600.000000
0.835000,100.000000,0.500000,3500.000000
0.834000,50.000000,0.100000,4600.000000
0.834000,30.000000,0.500000,4100.000000
0.834000,100.000000,0.500000,1800.000000
0.834000,50.000000,0.100000,4400.000000
0.834000,100.000000,0.500000,2800.000000
0.834000,50.000000,0.500000,3400.000000
0.833000,70.000000,0.100000,4700.000000
0.833000,50.000000,0.100000,5000.000000
0.832000,50.000000,0.400000,2200.000000
0.832000,90.000000,0.400000,1000.000000
0.832000,20.000000,0.400000,3900.000000
0.832000,90.000000,0.400000,1800.000000
0.832000,80.000000,0.100000,1100.000000
0.831000,50.000000,0.100000,3900.000000
0.831000,60.000000,0.100000,1600.000000
0.831000,60.000000,0.100000,1500.000000
0.831000,50.000000,0.500000,4700.000000
0.831000,90.000000,0.300000,600.000000
0.830000,80.000000,0.500000,2200.000000
0.830000,30.000000,0.500000,3300.000000
0.830000,50.000000,0.100000,2600.000000
0.830000,70.000000,0.100000,2000.000000
0.829000,40.000000,0.500000,3500.000000
0.829000,80.000000,0.400000,600.000000
0.829000,40.000000,0.400000,1600.000000
